"best_available_taxonomy_dim$common_name","date_dim$yyyymmdd","haul_latitude_dim$latitude_in_degrees","haul_longitude_dim$longitude_in_degrees","operation_dim$operation_id","operation_dim$vessel","total_catch_numbers","total_catch_wt_kg"
"Pacific sleeper shark","20100911","42.43972222","-124.79833333","201003008075","Excalibur","1","600.0000"
"Sandpaper skate","20100911","42.43972222","-124.79833333","201003008075","Excalibur","31","31.9000"
"longnose skate","20100911","42.43972222","-124.79833333","201003008075","Excalibur","10","31.5000"
"spotted ratfish","20100911","42.43972222","-124.79833333","201003008075","Excalibur","2","1.9500"
"arrowtooth flounder","20100911","42.43972222","-124.79833333","201003008075","Excalibur","9","5.3700"
"slender sole","20100911","42.43972222","-124.79833333","201003008075","Excalibur","3","0.3000"
"Dover sole","20100911","42.43972222","-124.79833333","201003008075","Excalibur","1321","473.2000"
"rex sole","20100911","42.43972222","-124.79833333","201003008075","Excalibur","376","65.8000"
"sablefish","20100911","42.43972222","-124.79833333","201003008075","Excalibur","29","52.9000"
"blacktail snailfish","20100911","42.43972222","-124.79833333","201003008075","Excalibur","24","4.3000"
"smalldisk snailfish","20100911","42.43972222","-124.79833333","201003008075","Excalibur","1","0.0200"
"Pacific hake","20100911","42.43972222","-124.79833333","201003008075","Excalibur","31","28.5000"
"bigfin eelpout","20100911","42.43972222","-124.79833333","201003008075","Excalibur","50","9.3500"
"black eelpout","20100911","42.43972222","-124.79833333","201003008075","Excalibur","12","0.7200"
"shortspine thornyhead","20100911","42.43972222","-124.79833333","201003008075","Excalibur","6","0.8000"
"aurora rockfish","20100911","42.43972222","-124.79833333","201003008075","Excalibur","14","2.7000"
"Rough Anemone","20100911","42.43972222","-124.79833333","201003008075","Excalibur","3","0.7400"
"","20100911","42.43972222","-124.79833333","201003008075","Excalibur","213","7.9910"
"","20100911","42.43972222","-124.79833333","201003008075","Excalibur","2","4.4000"
"magistrate armhook squid","20100911","42.43972222","-124.79833333","201003008075","Excalibur","1","0.5800"
"Big Squid","20100911","42.43972222","-124.79833333","201003008075","Excalibur","1","2.4800"
"Deep-sea Sunflower Star","20100911","42.43972222","-124.79833333","201003008075","Excalibur","27","1.0650"
"Alaskan Pseudarchaster","20100911","42.43972222","-124.79833333","201003008075","Excalibur","27","0.5330"
"Spiny Star","20100911","42.43972222","-124.79833333","201003008075","Excalibur","1","0.0800"
"","20100911","42.43972222","-124.79833333","201003008075","Excalibur","420","16.7810"
"black hagfish","20100911","42.13861111","-124.84166667","201003008077","Excalibur","2","0.3200"
"brown cat shark","20100911","42.13861111","-124.84166667","201003008077","Excalibur","9","0.9600"
"Dover sole","20100911","42.13861111","-124.84166667","201003008077","Excalibur","48","35.2500"
"deepsea sole","20100911","42.13861111","-124.84166667","201003008077","Excalibur","18","6.0500"
"California slickhead","20100911","42.13861111","-124.84166667","201003008077","Excalibur","60","7.6000"
"sablefish","20100911","42.13861111","-124.84166667","201003008077","Excalibur","13","23.7500"
"blacksmelt unident.","20100911","42.13861111","-124.84166667","201003008077","Excalibur","10","0.3800"
"lanternfish unident.","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1","0.0200"
"","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1","0.0600"
"snakehead eelpout","20100911","42.13861111","-124.84166667","201003008077","Excalibur","16","1.3500"
"shortspine thornyhead","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1","4.3000"
"longspine thornyhead","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1321","165.1500"
"Rough Anemone","20100911","42.13861111","-124.84166667","201003008077","Excalibur","13","1.7000"
"Hormathiid Anemones unident.","20100911","42.13861111","-124.84166667","201003008077","Excalibur","10","0.1900"
"Grooved Tanner Crab","20100911","42.13861111","-124.84166667","201003008077","Excalibur","7","2.6500"
"","20100911","42.13861111","-124.84166667","201003008077","Excalibur","48","1.5200"
"Green Top Snail","20100911","42.13861111","-124.84166667","201003008077","Excalibur","4","0.1000"
"Flapjack Devilfish","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1","0.3000"
"Octopus Squid","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1","0.2000"
"","20100911","42.13861111","-124.84166667","201003008077","Excalibur","1","0.0400"
"Deep-sea Spiny Star","20100911","42.13861111","-124.84166667","201003008077","Excalibur","10","0.3800"
"Pink Sun Star","20100911","42.13861111","-124.84166667","201003008077","Excalibur","133","3.2300"
"Carpet Star","20100911","42.13861111","-124.84166667","201003008077","Excalibur","19","2.4700"
"Slender Star","20100911","42.13861111","-124.84166667","201003008077","Excalibur","19","0.5700"
"brown cat shark","20100911","42.66583333","-124.72611111","201003008074","Excalibur","1","0.9000"
"Pacific Spiny Dogfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","2","2.2500"
"Sandpaper skate","20100911","42.66583333","-124.72611111","201003008074","Excalibur","17","7.5500"
"longnose skate","20100911","42.66583333","-124.72611111","201003008074","Excalibur","6","17.0000"
"spotted ratfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","26","9.0000"
"arrowtooth flounder","20100911","42.66583333","-124.72611111","201003008074","Excalibur","202","87.2500"
"slender sole","20100911","42.66583333","-124.72611111","201003008074","Excalibur","7","0.6600"
"Dover sole","20100911","42.66583333","-124.72611111","201003008074","Excalibur","218","84.8500"
"rex sole","20100911","42.66583333","-124.72611111","201003008074","Excalibur","444","75.4000"
"sablefish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","1","0.9000"
"blacktail snailfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","4","0.6000"
"Pacific hake","20100911","42.66583333","-124.72611111","201003008074","Excalibur","107","37.3500"
"bigfin eelpout","20100911","42.66583333","-124.72611111","201003008074","Excalibur","71","12.0500"
"shortspine thornyhead","20100911","42.66583333","-124.72611111","201003008074","Excalibur","27","4.2000"
"darkblotched rockfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","13","6.6500"
"splitnose rockfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","226","62.3000"
"widow rockfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","5","7.2000"
"redbanded rockfish","20100911","42.66583333","-124.72611111","201003008074","Excalibur","5","0.9000"
"Giant Anemone","20100911","42.66583333","-124.72611111","201003008074","Excalibur","2","0.5200"
"Pom Pom Anemone","20100911","42.66583333","-124.72611111","201003008074","Excalibur","1","0.2400"
"Dungeness Crab","20100911","42.66583333","-124.72611111","201003008074","Excalibur","21","11.6000"
"flat mud star","20100911","42.66583333","-124.72611111","201003008074","Excalibur","2","0.2200"
"Pacific Spiny Dogfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","73","47.0000"
"Sandpaper skate","20100912","42.09666667","-124.59666667","201003008080","Excalibur","10","7.6500"
"longnose skate","20100912","42.09666667","-124.59666667","201003008080","Excalibur","5","7.2000"
"spotted ratfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","25","12.1500"
"arrowtooth flounder","20100912","42.09666667","-124.59666667","201003008080","Excalibur","116","35.5500"
"slender sole","20100912","42.09666667","-124.59666667","201003008080","Excalibur","28","1.1000"
"petrale sole","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.4000"
"English sole","20100912","42.09666667","-124.59666667","201003008080","Excalibur","2","0.4500"
"Dover sole","20100912","42.09666667","-124.59666667","201003008080","Excalibur","11","7.0000"
"rex sole","20100912","42.09666667","-124.59666667","201003008080","Excalibur","11","1.0000"
"sablefish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","5","16.2000"
"blacktail snailfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.2500"
"Pacific hake","20100912","42.09666667","-124.59666667","201003008080","Excalibur","32","20.2000"
"chinook salmon","20100912","42.09666667","-124.59666667","201003008080","Excalibur","",""
"bigfin eelpout","20100912","42.09666667","-124.59666667","201003008080","Excalibur","26","2.3000"
"shortspine thornyhead","20100912","42.09666667","-124.59666667","201003008080","Excalibur","46","3.6000"
"darkblotched rockfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","7","2.8500"
"splitnose rockfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","205","25.4000"
"greenstriped rockfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.3800"
"rosethorn rockfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.2400"
"stripetail rockfish","20100912","42.09666667","-124.59666667","201003008080","Excalibur","6","1.6000"
"jellyfish unident.","20100912","42.09666667","-124.59666667","201003008080","Excalibur","","0.2200"
"Giant Anemone","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.6000"
"ocean shrimp","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.0100"
"Dungeness Crab","20100912","42.09666667","-124.59666667","201003008080","Excalibur","79","34.9500"
"rosy tritonia","20100912","42.09666667","-124.59666667","201003008080","Excalibur","2","0.0800"
"Sunflower Star","20100912","42.09666667","-124.59666667","201003008080","Excalibur","3","0.7500"
"Deep-sea Spiny Star","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.1000"
"flat mud star","20100912","42.09666667","-124.59666667","201003008080","Excalibur","25","3.4000"
"","20100912","42.09666667","-124.59666667","201003008080","Excalibur","3","0.0400"
"Purple Sea Potato","20100912","42.09666667","-124.59666667","201003008080","Excalibur","1","0.0600"
"big skate","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","1.4500"
"longnose skate","20100912","42.15444444","-124.49777778","201003008079","Excalibur","2","4.9000"
"Pacific sanddab","20100912","42.15444444","-124.49777778","201003008079","Excalibur","45","4.5000"
"arrowtooth flounder","20100912","42.15444444","-124.49777778","201003008079","Excalibur","27","3.2500"
"flathead sole","20100912","42.15444444","-124.49777778","201003008079","Excalibur","3","0.2400"
"slender sole","20100912","42.15444444","-124.49777778","201003008079","Excalibur","20","1.0000"
"petrale sole","20100912","42.15444444","-124.49777778","201003008079","Excalibur","16","8.3200"
"English sole","20100912","42.15444444","-124.49777778","201003008079","Excalibur","2","0.3000"
"Dover sole","20100912","42.15444444","-124.49777778","201003008079","Excalibur","3","0.5000"
"rex sole","20100912","42.15444444","-124.49777778","201003008079","Excalibur","24","2.1500"
"slim sculpin","20100912","42.15444444","-124.49777778","201003008079","Excalibur","5","0.0400"
"Pacific hake","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.0100"
"eulachon","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.0400"
"chinook salmon","20100912","42.15444444","-124.49777778","201003008079","Excalibur","",""
"chinook salmon","20100912","42.15444444","-124.49777778","201003008079","Excalibur","",""
"blackbelly eelpout","20100912","42.15444444","-124.49777778","201003008079","Excalibur","60","1.5000"
"darkblotched rockfish","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.0600"
"stripetail rockfish","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.0200"
"","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.1800"
"Giant Anemone","20100912","42.15444444","-124.49777778","201003008079","Excalibur","11","2.0500"
"ocean shrimp","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1419","6.7140"
"","20100912","42.15444444","-124.49777778","201003008079","Excalibur","11","0.1080"
"Dungeness Crab","20100912","42.15444444","-124.49777778","201003008079","Excalibur","92","40.5500"
"","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","1.0500"
"California Market Squid","20100912","42.15444444","-124.49777778","201003008079","Excalibur","13","0.2500"
"Sunflower Star","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.4000"
"Deep-sea Spiny Star","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.1000"
"flat mud star","20100912","42.15444444","-124.49777778","201003008079","Excalibur","","5.4140"
"Broad Sand Star","20100912","42.15444444","-124.49777778","201003008079","Excalibur","1","0.2000"
"Slender Star","20100912","42.15444444","-124.49777778","201003008079","Excalibur","11","0.2170"
"Red Star","20100912","42.15444444","-124.49777778","201003008079","Excalibur","119","2.8150"
"","20100912","42.15444444","-124.49777778","201003008079","Excalibur","11","0.3250"
"Sloppy Cucumber","20100912","42.15444444","-124.49777778","201003008079","Excalibur","11","0.2170"
"spotted ratfish","20100916","41.95972222","-124.35166667","201003008081","Excalibur","4","1.0000"
"Pacific sanddab","20100916","41.95972222","-124.35166667","201003008081","Excalibur","62","8.7000"
"petrale sole","20100916","41.95972222","-124.35166667","201003008081","Excalibur","41","12.7500"
"English sole","20100916","41.95972222","-124.35166667","201003008081","Excalibur","49","3.9500"
"rex sole","20100916","41.95972222","-124.35166667","201003008081","Excalibur","8","1.2000"
"sand sole","20100916","41.95972222","-124.35166667","201003008081","Excalibur","7","3.0000"
"butter sole","20100916","41.95972222","-124.35166667","201003008081","Excalibur","9","1.1000"
"curlfin sole","20100916","41.95972222","-124.35166667","201003008081","Excalibur","1","0.4500"
"Pacific staghorn sculpin","20100916","41.95972222","-124.35166667","201003008081","Excalibur","1","0.2200"
"shiner perch","20100916","41.95972222","-124.35166667","201003008081","Excalibur","3","0.0800"
"Giant Anemone","20100916","41.95972222","-124.35166667","201003008081","Excalibur","110","38.5000"
"Dungeness Crab","20100916","41.95972222","-124.35166667","201003008081","Excalibur","228","50.2000"
"Sunflower Star","20100916","41.95972222","-124.35166667","201003008081","Excalibur","1","0.1200"
"flat mud star","20100916","41.95972222","-124.35166667","201003008081","Excalibur","1","0.1200"
"longnose skate","20100916","41.86777778","-124.48138889","201003008083","Excalibur","5","2.5500"
"spotted ratfish","20100916","41.86777778","-124.48138889","201003008083","Excalibur","4","1.4500"
"Pacific sanddab","20100916","41.86777778","-124.48138889","201003008083","Excalibur","7","0.7500"
"arrowtooth flounder","20100916","41.86777778","-124.48138889","201003008083","Excalibur","196","39.8500"
"slender sole","20100916","41.86777778","-124.48138889","201003008083","Excalibur","99","4.4500"
"petrale sole","20100916","41.86777778","-124.48138889","201003008083","Excalibur","3","0.7000"
"Dover sole","20100916","41.86777778","-124.48138889","201003008083","Excalibur","9","2.5500"
"rex sole","20100916","41.86777778","-124.48138889","201003008083","Excalibur","20","2.1500"
"slim sculpin","20100916","41.86777778","-124.48138889","201003008083","Excalibur","3","0.0200"
"lingcod","20100916","41.86777778","-124.48138889","201003008083","Excalibur","4","9.6000"
"blackbelly eelpout","20100916","41.86777778","-124.48138889","201003008083","Excalibur","7","0.1800"
"shortspine thornyhead","20100916","41.86777778","-124.48138889","201003008083","Excalibur","1","0.6000"
"darkblotched rockfish","20100916","41.86777778","-124.48138889","201003008083","Excalibur","30","3.4000"
"greenstriped rockfish","20100916","41.86777778","-124.48138889","201003008083","Excalibur","4","0.1600"
"stripetail rockfish","20100916","41.86777778","-124.48138889","201003008083","Excalibur","47","2.2500"
"Giant Anemone","20100916","41.86777778","-124.48138889","201003008083","Excalibur","2","0.4600"
"ocean shrimp","20100916","41.86777778","-124.48138889","201003008083","Excalibur","177","1.2400"
"","20100916","41.86777778","-124.48138889","201003008083","Excalibur","1","0.0100"
"Dungeness Crab","20100916","41.86777778","-124.48138889","201003008083","Excalibur","80","22.1500"
"Hermit Crab","20100916","41.86777778","-124.48138889","201003008083","Excalibur","1","0.0600"
"Sunflower Star","20100916","41.86777778","-124.48138889","201003008083","Excalibur","2","0.7200"
"equal armed star","20100916","41.86777778","-124.48138889","201003008083","Excalibur","1","0.0400"
"flat mud star","20100916","41.86777778","-124.48138889","201003008083","Excalibur","14","1.9800"
"Pacific Spiny Dogfish","20100916","41.62833333","-124.40305556","201003008086","Excalibur","1","0.2400"
"Pacific sanddab","20100916","41.62833333","-124.40305556","201003008086","Excalibur","11","1.1500"
"arrowtooth flounder","20100916","41.62833333","-124.40305556","201003008086","Excalibur","111","18.3100"
"flathead sole","20100916","41.62833333","-124.40305556","201003008086","Excalibur","1","0.0800"
"slender sole","20100916","41.62833333","-124.40305556","201003008086","Excalibur","29","1.1500"
"petrale sole","20100916","41.62833333","-124.40305556","201003008086","Excalibur","9","5.2500"
"Dover sole","20100916","41.62833333","-124.40305556","201003008086","Excalibur","1","0.0800"
"rex sole","20100916","41.62833333","-124.40305556","201003008086","Excalibur","6","0.6000"
"sablefish","20100916","41.62833333","-124.40305556","201003008086","Excalibur","3","2.1500"
"Pacific hake","20100916","41.62833333","-124.40305556","201003008086","Excalibur","15","0.0800"
"blackbelly eelpout","20100916","41.62833333","-124.40305556","201003008086","Excalibur","3","0.0600"
"greenstriped rockfish","20100916","41.62833333","-124.40305556","201003008086","Excalibur","2","0.0600"
"shortbelly rockfish","20100916","41.62833333","-124.40305556","201003008086","Excalibur","1","0.0300"
"stripetail rockfish","20100916","41.62833333","-124.40305556","201003008086","Excalibur","3","0.0300"
"Giant Anemone","20100916","41.62833333","-124.40305556","201003008086","Excalibur","2","0.6000"
"ocean shrimp","20100916","41.62833333","-124.40305556","201003008086","Excalibur","204","1.1400"
"Dungeness Crab","20100916","41.62833333","-124.40305556","201003008086","Excalibur","30","8.9500"
"California Market Squid","20100916","41.62833333","-124.40305556","201003008086","Excalibur","43","1.3000"
"flat mud star","20100916","41.62833333","-124.40305556","201003008086","Excalibur","25","4.5000"
"Mud Urchin","20100916","41.62833333","-124.40305556","201003008086","Excalibur","","0.0200"
"Pacific Spiny Dogfish","20100916","41.69527778","-124.40750000","201003008085","Excalibur","2","0.5000"
"longnose skate","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","3.6000"
"Pacific sanddab","20100916","41.69527778","-124.40750000","201003008085","Excalibur","186","24.2000"
"arrowtooth flounder","20100916","41.69527778","-124.40750000","201003008085","Excalibur","99","17.5000"
"slender sole","20100916","41.69527778","-124.40750000","201003008085","Excalibur","55","1.9500"
"petrale sole","20100916","41.69527778","-124.40750000","201003008085","Excalibur","29","14.8000"
"English sole","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.1000"
"rex sole","20100916","41.69527778","-124.40750000","201003008085","Excalibur","6","0.3000"
"lingcod","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","3.4000"
"Pacific hake","20100916","41.69527778","-124.40750000","201003008085","Excalibur","101","0.3600"
"blackbelly eelpout","20100916","41.69527778","-124.40750000","201003008085","Excalibur","8","0.1800"
"greenstriped rockfish","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0400"
"stripetail rockfish","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0600"
"","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0400"
"Giant Anemone","20100916","41.69527778","-124.40750000","201003008085","Excalibur","8","3.5000"
"Sea Cockroaches unident","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0100"
"ocean shrimp","20100916","41.69527778","-124.40750000","201003008085","Excalibur","8","0.0400"
"Dungeness Crab","20100916","41.69527778","-124.40750000","201003008085","Excalibur","32","6.9000"
"rosy tritonia","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0800"
"California Market Squid","20100916","41.69527778","-124.40750000","201003008085","Excalibur","9","0.2600"
"Sunflower Star","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.4600"
"Short-Spined Pink Star","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0200"
"flat mud star","20100916","41.69527778","-124.40750000","201003008085","Excalibur","50","6.1500"
"Mud Urchin","20100916","41.69527778","-124.40750000","201003008085","Excalibur","6","0.2400"
"Purple Sea Potato","20100916","41.69527778","-124.40750000","201003008085","Excalibur","1","0.0300"
"big skate","20100916","41.75333333","-124.38000000","201003008084","Excalibur","1","1.4000"
"Pacific sanddab","20100916","41.75333333","-124.38000000","201003008084","Excalibur","216","22.8000"
"arrowtooth flounder","20100916","41.75333333","-124.38000000","201003008084","Excalibur","25","3.9500"
"flathead sole","20100916","41.75333333","-124.38000000","201003008084","Excalibur","2","0.2400"
"slender sole","20100916","41.75333333","-124.38000000","201003008084","Excalibur","11","0.6800"
"petrale sole","20100916","41.75333333","-124.38000000","201003008084","Excalibur","16","6.5100"
"English sole","20100916","41.75333333","-124.38000000","201003008084","Excalibur","7","2.4000"
"rex sole","20100916","41.75333333","-124.38000000","201003008084","Excalibur","5","0.6000"
"sablefish","20100916","41.75333333","-124.38000000","201003008084","Excalibur","2","1.1000"
"lingcod","20100916","41.75333333","-124.38000000","201003008084","Excalibur","1","0.2400"
"blackbelly eelpout","20100916","41.75333333","-124.38000000","201003008084","Excalibur","8","0.1200"
"sea pen unident.","20100916","41.75333333","-124.38000000","201003008084","Excalibur","1","0.0100"
"","20100916","41.75333333","-124.38000000","201003008084","Excalibur","1","0.0400"
"Giant Anemone","20100916","41.75333333","-124.38000000","201003008084","Excalibur","6","1.4000"
"ocean shrimp","20100916","41.75333333","-124.38000000","201003008084","Excalibur","11868","52.2200"
"Dungeness Crab","20100916","41.75333333","-124.38000000","201003008084","Excalibur","82","22.8000"
"California Market Squid","20100916","41.75333333","-124.38000000","201003008084","Excalibur","8","0.2400"
"Sunflower Star","20100916","41.75333333","-124.38000000","201003008084","Excalibur","1","1.8000"
"flat mud star","20100916","41.75333333","-124.38000000","201003008084","Excalibur","9","2.2000"
"hagfish unident.","20100916","41.85305556","-124.54638889","201003008082","Excalibur","1","0.1800"
"brown cat shark","20100916","41.85305556","-124.54638889","201003008082","Excalibur","28","8.8000"
"big skate","20100916","41.85305556","-124.54638889","201003008082","Excalibur","1","0.3500"
"Sandpaper skate","20100916","41.85305556","-124.54638889","201003008082","Excalibur","5","4.6500"
"longnose skate","20100916","41.85305556","-124.54638889","201003008082","Excalibur","9","16.7500"
"arrowtooth flounder","20100916","41.85305556","-124.54638889","201003008082","Excalibur","13","5.3500"
"slender sole","20100916","41.85305556","-124.54638889","201003008082","Excalibur","18","1.1500"
"Dover sole","20100916","41.85305556","-124.54638889","201003008082","Excalibur","566","249.9500"
"rex sole","20100916","41.85305556","-124.54638889","201003008082","Excalibur","312","40.5000"
"sablefish","20100916","41.85305556","-124.54638889","201003008082","Excalibur","15","16.4000"
"blacktail snailfish","20100916","41.85305556","-124.54638889","201003008082","Excalibur","30","4.2000"
"smalldisk snailfish","20100916","41.85305556","-124.54638889","201003008082","Excalibur","2","0.0400"
"Pacific hake","20100916","41.85305556","-124.54638889","201003008082","Excalibur","13","7.3000"
"bigfin eelpout","20100916","41.85305556","-124.54638889","201003008082","Excalibur","24","4.1500"
"black eelpout","20100916","41.85305556","-124.54638889","201003008082","Excalibur","97","5.9500"
"shortspine thornyhead","20100916","41.85305556","-124.54638889","201003008082","Excalibur","75","6.9500"
"aurora rockfish","20100916","41.85305556","-124.54638889","201003008082","Excalibur","18","3.1000"
"sea anemone unident.","20100916","41.85305556","-124.54638889","201003008082","Excalibur","41","0.4120"
"Rough Anemone","20100916","41.85305556","-124.54638889","201003008082","Excalibur","6","4.3000"
"Purple Striated Anemone","20100916","41.85305556","-124.54638889","201003008082","Excalibur","247","0.4120"
"Pom Pom Anemone","20100916","41.85305556","-124.54638889","201003008082","Excalibur","2","0.1800"
"","20100916","41.85305556","-124.54638889","201003008082","Excalibur","330","19.7780"
"Flapjack Devilfish","20100916","41.85305556","-124.54638889","201003008082","Excalibur","1","0.2400"
"Red Star","20100916","41.85305556","-124.54638889","201003008082","Excalibur","577","12.3610"
"Mud Urchin","20100916","41.85305556","-124.54638889","201003008082","Excalibur","2273","65.9270"
"hagfish unident.","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","0.0400"
"brown cat shark","20100917","41.36833333","-124.52111111","201003008090","Excalibur","16","3.6000"
"Sandpaper skate","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","1.3000"
"longnose skate","20100917","41.36833333","-124.52111111","201003008090","Excalibur","2","5.0000"
"roughtail skate","20100917","41.36833333","-124.52111111","201003008090","Excalibur","4","2.7500"
"petrale sole","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","0.4500"
"Dover sole","20100917","41.36833333","-124.52111111","201003008090","Excalibur","","67.4000"
"rex sole","20100917","41.36833333","-124.52111111","201003008090","Excalibur","15","2.7500"
"blackfin poacher","20100917","41.36833333","-124.52111111","201003008090","Excalibur","10","0.1400"
"sablefish","20100917","41.36833333","-124.52111111","201003008090","Excalibur","2","5.1000"
"blacktail snailfish","20100917","41.36833333","-124.52111111","201003008090","Excalibur","33","4.1500"
"longfin dragonfish","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","0.0200"
"Pacific hake","20100917","41.36833333","-124.52111111","201003008090","Excalibur","2","1.5500"
"lanternfish unident.","20100917","41.36833333","-124.52111111","201003008090","Excalibur","7","0.0200"
"shining tubeshoulder","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","0.0400"
"bigfin eelpout","20100917","41.36833333","-124.52111111","201003008090","Excalibur","3","0.8000"
"deepwater eelpout","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","0.0200"
"black eelpout","20100917","41.36833333","-124.52111111","201003008090","Excalibur","25","1.6500"
"shortspine thornyhead","20100917","41.36833333","-124.52111111","201003008090","Excalibur","38","5.3900"
"longspine thornyhead","20100917","41.36833333","-124.52111111","201003008090","Excalibur","14","1.4600"
"Rough Anemone","20100917","41.36833333","-124.52111111","201003008090","Excalibur","8","1.6500"
"Purple Striated Anemone","20100917","41.36833333","-124.52111111","201003008090","Excalibur","62","0.0200"
"Pom Pom Anemone","20100917","41.36833333","-124.52111111","201003008090","Excalibur","6","0.2600"
"Sea Mouse unident.","20100917","41.36833333","-124.52111111","201003008090","Excalibur","1","0.0200"
"Big Eyed Eualid","20100917","41.36833333","-124.52111111","201003008090","Excalibur","13","0.0300"
"Glass Shrimp","20100917","41.36833333","-124.52111111","201003008090","Excalibur","41","0.1300"
"Grooved Tanner Crab","20100917","41.36833333","-124.52111111","201003008090","Excalibur","","0.1200"
"","20100917","41.36833333","-124.52111111","201003008090","Excalibur","117","4.5300"
"","20100917","41.36833333","-124.52111111","201003008090","Excalibur","6","4.6000"
"Deep-sea Spiny Star","20100917","41.36833333","-124.52111111","201003008090","Excalibur","6","0.6800"
"Grooved Sun Star","20100917","41.36833333","-124.52111111","201003008090","Excalibur","6","0.6800"
"Pink Sun Star","20100917","41.36833333","-124.52111111","201003008090","Excalibur","24","1.4500"
"Carpet Star","20100917","41.36833333","-124.52111111","201003008090","Excalibur","12","1.3000"
"Deep-sea Fragile Star","20100917","41.36833333","-124.52111111","201003008090","Excalibur","2","0.0200"
"Slender Star","20100917","41.36833333","-124.52111111","201003008090","Excalibur","2","0.0200"
"Mud Urchin","20100917","41.36833333","-124.52111111","201003008090","Excalibur","84","1.3200"
"Sloppy Cucumber","20100917","41.36833333","-124.52111111","201003008090","Excalibur","4","0.3200"
"Pacific Spiny Dogfish","20100917","41.22055556","-124.38388889","201003008092","Excalibur","22","12.1000"
"Sandpaper skate","20100917","41.22055556","-124.38388889","201003008092","Excalibur","","7.3000"
"longnose skate","20100917","41.22055556","-124.38388889","201003008092","Excalibur","8","13.3500"
"spotted ratfish","20100917","41.22055556","-124.38388889","201003008092","Excalibur","40","15.9500"
"arrowtooth flounder","20100917","41.22055556","-124.38388889","201003008092","Excalibur","23","11.2900"
"slender sole","20100917","41.22055556","-124.38388889","201003008092","Excalibur","68","3.6000"
"English sole","20100917","41.22055556","-124.38388889","201003008092","Excalibur","7","3.3000"
"Dover sole","20100917","41.22055556","-124.38388889","201003008092","Excalibur","233","117.8500"
"rex sole","20100917","41.22055556","-124.38388889","201003008092","Excalibur","4","0.4700"
"sablefish","20100917","41.22055556","-124.38388889","201003008092","Excalibur","2","5.5000"
"lingcod","20100917","41.22055556","-124.38388889","201003008092","Excalibur","3","11.5500"
"Pacific hake","20100917","41.22055556","-124.38388889","201003008092","Excalibur","47","46.2500"
"bigfin eelpout","20100917","41.22055556","-124.38388889","201003008092","Excalibur","55","8.3700"
"greenspotted rockfish","20100917","41.22055556","-124.38388889","201003008092","Excalibur","1","0.3800"
